Unnamed: 0	HD-1	HD-10	HD-11	HD-12	HD-13	HD-14	HD-15	HD-16	HD-17	HD-18	HD-19	HD-2	HD-20	HD-21	HD-22	HD-23	HD-24	HD-25	HD-26	HD-27	HD-28	HD-29	HD-3	HD-30	HD-31	HD-32	HD-33	HD-34	HD-35	HD-36	HD-37	HD-38	HD-39	HD-4	HD-40	HD-41	HD-42	HD-43	HD-44	HD-45	HD-46	HD-47	HD-48	HD-49	HD-5	HD-50	HD-51	HD-52	HD-53	HD-54	HD-55	HD-56	HD-57	HD-58	HD-59	HD-6	HD-60	HD-61	HD-62	HD-63	HD-64	HD-65	HD-66	HD-67	HD-68	HD-69	HD-7	HD-70	HD-71	HD-72	HD-73	HD-74	HD-75	HD-76	HD-77	HD-78	HD-79	HD-8	HD-80	HD-81	HD-82	HD-83	HD-9	HV-1	HV-10	HV-11	HV-12	HV-13	HV-14	HV-15	HV-16	HV-17	HV-18	HV-19	HV-2	HV-20	HV-21	HV-22	HV-23	HV-24	HV-25	HV-26	HV-27	HV-28	HV-29	HV-3	HV-30	HV-31	HV-4	HV-5	HV-6	HV-7	HV-8	HV-9	LD-1	LD-10	LD-11	LD-12	LD-13	LD-14	LD-15	LD-16	LD-17	LD-18	LD-19	LD-2	LD-20	LD-21	LD-22	LD-23	LD-24	LD-25	LD-26	LD-27	LD-28	LD-29	LD-3	LD-30	LD-31	LD-32	LD-33	LD-34	LD-35	LD-36	LD-37	LD-38	LD-39	LD-4	LD-40	LD-41	LD-42	LD-43	LD-44	LD-45	LD-46	LD-47	LD-48	LD-49	LD-5	LD-50	LD-51	LD-52	LD-53	LD-54	LD-55	LD-56	LD-57	LD-58	LD-59	LD-6	LD-60	LD-61	LD-62	LD-63	LD-64	LD-65	LD-66	LD-67	LD-68	LD-69	LD-7	LD-70	LD-71	LD-72	LD-73	LD-74	LD-75	LD-76	LD-77	LD-78	LD-79	LD-8	LD-80	LD-81	LD-82	LD-83	LD-84	LD-85	LD-86	LD-87	LD-88	LD-89	LD-9	LD-90	LD-91	LD-92	LD-93	LD-94	LD-95	LD-96	LD-97	LD-98	LV-1	LV-10	LV-11	LV-12	LV-13	LV-14	LV-15	LV-16	LV-17	LV-18	LV-19	LV-2	LV-20	LV-21	LV-22	LV-23	LV-24	LV-25	LV-3	LV-4	LV-5	LV-6	LV-7	LV-8	LV-9
1CMET2-PWY|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6|UniRef90_Q5LAX0	0
1CMET2-PWY|unclassified	3.61812e-05
1CMET2-PWY|unclassified|UniRef90_D1JYI7	0
1CMET2-PWY|unclassified|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|unclassified|UniRef90_B3JMT5	0
1CMET2-PWY|unclassified|UniRef90_A0A076J5W7	0
1CMET2-PWY|unclassified|UniRef90_A0A173WIK6	0
1CMET2-PWY|unclassified|UniRef90_A6L1Q8	0
1CMET2-PWY|unclassified|UniRef90_R6JJ34	0
1CMET2-PWY|unclassified|UniRef90_Q8A639	0
1CMET2-PWY|unclassified|UniRef90_C4Z4B0	0
1CMET2-PWY|unclassified|UniRef90_A0A0P0LI34	0
1CMET2-PWY|unclassified|UniRef90_A0A139JXD7	0
1CMET2-PWY|unclassified|UniRef90_A0A076INA9	0
1CMET2-PWY|unclassified|UniRef90_Q8A9S7	0
1CMET2-PWY|unclassified|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis	1.35209e-05
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	1.16481e-05
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_uniformis_CAG_3|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus	7.4407e-06
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron	4.75941e-06
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15	6.13006e-06
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_D1JYI7	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_B3JMT5	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_R6JJ34	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_Q8A639	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans_CAG_15|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans	5.46434e-06
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_D1JYI7	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_B3JMT5	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_R6JJ34	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_Q8A639	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Roseburia.s__Roseburia_inulinivorans|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis	4.01289e-06
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae	1.85165e-05
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_D1JYI7	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_B3JMT5	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_R6JJ34	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_Q8A639	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris	7.53609e-05
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162	1.62443e-05
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola_CAG_162|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola	1.02773e-05
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae	1.08273e-05
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_D1JYI7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_B3JMT5	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A6L1Q8	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_R6JJ34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_Q8A639	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_C4Z4B0	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A0A0P0LI34	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A0A139JXD7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A0A076INA9	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_Q8A9S7	0
1CMET2-PWY|g__Bacteroides.s__Bacteroides_caccae|UniRef90_Q5LAX0	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_quasipneumoniae	1.95067e-07
1CMET2-PWY|g__Klebsiella.s__Klebsiella_quasipneumoniae|UniRef90_D1JYI7	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_quasipneumoniae|UniRef90_A0A0K2HJD8	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_quasipneumoniae|UniRef90_B3JMT5	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_quasipneumoniae|UniRef90_A0A076J5W7	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_quasipneumoniae|UniRef90_A0A173WIK6	0
1CMET2-PWY|g__Klebsiella.s__Klebsiella_quasipneumoniae|UniRef90_A6L1Q8	0
